"name","location","beds","rating","rating_title","number_of_ratings","price","price_for","image","url"
"Holiday Inn Express Chicago Northwest-Vernon Hills, an IHG Hotel","Vernon Hills","2 beds (1 king, 1 sofa bed)","8.3","Very Good","202 reviews","$214","2 nights , 2 adults","https://cf.bstatic.com/xdata/images/hotel/square200/267844046.webp?k=af8979176664e909054a9f3848ccecd921f68c261303d65fdfe398b0ddb20d04&o=&s=1","https://www.booking.com/hotel/us/holiday-inn-express-chicago-northwest-vernon-hills.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2443&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=f93503ae5187018a&srepoch=1669681886&all_sr_blocks=18482204_310011462_4_1_0&highlighted_blocks=18482204_310011462_4_1_0&matching_block_id=18482204_310011462_4_1_0&sr_pri_blocks=18482204_310011462_4_1_0__21420&from=searchresults#hotelTmpl"
"Hampton Inn & Suites Chicago-Burr Ridge","Burr Ridge","2 beds (1 king, 1 sofa bed)","9.1","Wonderful","233 reviews","$245","2 nights , 2 adults","https://cf.bstatic.com/xdata/images/hotel/square200/161899307.webp?k=cf7fc5b04e946e4440d90c439e574f991f12fadc61e86508fbc50dedeb4bce21&o=&s=1","https://www.booking.com/hotel/us/hampton-inn-and-suites-chicago-burr-ridge.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2443&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=f93503ae5187018a&srepoch=1669681886&all_sr_blocks=318481004_114060940_2_1_0&highlighted_blocks=318481004_114060940_2_1_0&matching_block_id=318481004_114060940_2_1_0&sr_pri_blocks=318481004_114060940_2_1_0__24499&from=searchresults#hotelTmpl"
"Sonesta Simply Suites Chicago Libertyville","Libertyville","1 queen bed","8.8","Excellent","232 reviews","$186","2 nights , 2 adults","https://cf.bstatic.com/xdata/images/hotel/square200/279697993.webp?k=2e0d1285403ad263bd073e6fcf3f51ff878d59ca5aff2797447878776d88158c&o=&s=1","https://www.booking.com/hotel/us/sonesta-simply-suites-chicago-libertyville.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2443&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=f93503ae5187018a&srepoch=1669681886&all_sr_blocks=18297704_95441050_2_0_0&highlighted_blocks=18297704_95441050_2_0_0&matching_block_id=18297704_95441050_2_0_0&sr_pri_blocks=18297704_95441050_2_0_0__18560&from=searchresults#hotelTmpl"
"Quality Inn & Suites Vandalia near I-70 and Hwy 51","Vandalia","1 king bed","8.1","Very Good","284 reviews","$123","2 nights , 2 adults","https://cf.bstatic.com/xdata/images/hotel/square200/273155842.webp?k=51b2c268e8d11b707c26a37de8f806f3d76361f5fcf98770506bd7df12c41a3b&o=&s=1","https://www.booking.com/hotel/us/vandalia-1920-kennedy-boulevard.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2443&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=f93503ae5187018a&srepoch=1669681886&all_sr_blocks=34100913_88764700_2_1_0&highlighted_blocks=34100913_88764700_2_1_0&matching_block_id=34100913_88764700_2_1_0&sr_pri_blocks=34100913_88764700_2_1_0__12279&from=searchresults#hotelTmpl"
"Hampton Inn Paris IL, IL","Paris","2 queen beds","9.1","Wonderful","Travel Sustainable property","$211","2 nights , 2 adults","https://cf.bstatic.com/xdata/images/hotel/square200/283876850.webp?k=d4abaaf88caede9c205d907a43746e1d311d5ee3c8c2dbeb1f5435465dca8d64&o=&s=1","https://www.booking.com/hotel/us/hampton-inn-paris-il-il.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2443&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=f93503ae5187018a&srepoch=1669681886&all_sr_blocks=690917905_282678691_4_1_0&highlighted_blocks=690917905_282678691_4_1_0&matching_block_id=690917905_282678691_4_1_0&sr_pri_blocks=690917905_282678691_4_1_0__21100&from_sustainable_property_sr=1&from=searchresults#hotelTmpl"
"Holiday Inn Express & Suites - Ottawa, an IHG Hotel","Ottawa","1 king bed","8.7","Excellent","153 reviews","$306","2 nights , 2 adults","https://cf.bstatic.com/xdata/images/hotel/square200/236767048.webp?k=c0857980b5efa9de947ed25f2d3395678a69c182c26e25ca102c52624c8f0bbf&o=&s=1","https://www.booking.com/hotel/us/holiday-inn-express-suites-ottawa.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2443&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=f93503ae5187018a&srepoch=1669681886&all_sr_blocks=487135006_244365887_2_1_0&highlighted_blocks=487135006_244365887_2_1_0&matching_block_id=487135006_244365887_2_1_0&sr_pri_blocks=487135006_244365887_2_1_0__30600&from=searchresults#hotelTmpl"
"Holiday Inn Express Hotel & Suites Chicago-Deerfield/Lincolnshire, an IHG Hotel","Riverwoods","2 beds (1 king, 1 sofa bed)","8.5","Very Good","159 reviews","$216","2 nights , 2 adults","https://cf.bstatic.com/xdata/images/hotel/square200/247285441.webp?k=03a77b10f8892e23be4c9444b5f49bee8fdd0148dd153ea0c4c2a8c63382dc8f&o=&s=1","https://www.booking.com/hotel/us/holiday-inn-express-suites-chicago-deerfield-lincolnshire.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2443&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=f93503ae5187018a&srepoch=1669681886&all_sr_blocks=18482112_310011297_2_1_0&highlighted_blocks=18482112_310011297_2_1_0&matching_block_id=18482112_310011297_2_1_0&sr_pri_blocks=18482112_310011297_2_1_0__21600&from=searchresults#hotelTmpl"
"Country Inn & Suites by Radisson, Freeport, IL","Freeport","1 king bed","8.9","Excellent","179 reviews","$201","2 nights , 2 adults","https://cf.bstatic.com/xdata/images/hotel/square200/232831764.webp?k=073152a62ccd192b41f2cdb063c01da591359da1d3a67aed0827b4a8194cdda3&o=&s=1","https://www.booking.com/hotel/us/hotel-freeport-south-dirck.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2443&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=f93503ae5187018a&srepoch=1669681886&all_sr_blocks=46935210_94472180_2_1_0&highlighted_blocks=46935210_94472180_2_1_0&matching_block_id=46935210_94472180_2_1_0&sr_pri_blocks=46935210_94472180_2_1_0__20070&from=searchresults#hotelTmpl"
"Cobblestone Hotel & Suites - Paxton","Paxton","2 queen beds","8.9","Excellent","89 reviews","$200","2 nights , 2 adults","https://cf.bstatic.com/xdata/images/hotel/square200/160933079.webp?k=39c8211e46a7344ce08fedd794fa18a61741d4805b490829830e2027b02d9b96&o=&s=1","https://www.booking.com/hotel/us/cobblestone-amp-suites-paxton.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2443&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=f93503ae5187018a&srepoch=1669681886&all_sr_blocks=241960903_179774617_4_1_0&highlighted_blocks=241960903_179774617_4_1_0&matching_block_id=241960903_179774617_4_1_0&sr_pri_blocks=241960903_179774617_4_1_0__19998&from=searchresults#hotelTmpl"
"Hampton Inn By Hilton Huntley Chicago","Huntley","2 queen beds","8.7","Excellent","22 reviews","$243","2 nights , 2 adults","https://cf.bstatic.com/xdata/images/hotel/square200/344657444.webp?k=c703da746dce3a17bb3167164b8a68e8a03470d3d3c0b0e41cb3aae0903d2a83&o=&s=1","https://www.booking.com/hotel/us/hampton-inn-by-hilton-huntley-chicago.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2443&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=f93503ae5187018a&srepoch=1669681886&all_sr_blocks=826661105_347218326_2_1_0&highlighted_blocks=826661105_347218326_2_1_0&matching_block_id=826661105_347218326_2_1_0&sr_pri_blocks=826661105_347218326_2_1_0__24299&from=searchresults#hotelTmpl"
"Comfort Suites Mattoon Illinois","Mattoon","1 king bed","8.2","Very Good","188 reviews","$206","2 nights , 2 adults","https://cf.bstatic.com/xdata/images/hotel/square200/169845664.webp?k=24baebaced81dab8bd3666ce083e309c4738b3cf5bfc143f7235a5e24e510662&o=&s=1","https://www.booking.com/hotel/us/hotel-e-broadway-mattoon.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2443&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=popularity&srpvid=afdc03af8c1201dd&srepoch=1669681888&all_sr_blocks=48987501_94475958_4_1_0&highlighted_blocks=48987501_94475958_4_1_0&matching_block_id=48987501_94475958_4_1_0&sr_pri_blocks=48987501_94475958_4_1_0__20615&tpi_r=2&from=searchresults#hotelTmpl"
"Holiday Inn Express & Suites - Bensenville - O'Hare, an IHG Hotel","Bensenville","1 king bed","8.3","Very Good","576 reviews","$245","2 nights , 2 adults","https://cf.bstatic.com/xdata/images/hotel/square200/240282668.webp?k=de1dbe2a60a4c8861829640d8c0f50588058af0b98816aaea21c560d26e3d26b&o=&s=1","https://www.booking.com/hotel/us/holiday-inn-express-suites-bensenville-o-hare.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2443&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=28&sr_order=popularity&srpvid=afdc03af8c1201dd&srepoch=1669681888&all_sr_blocks=349695502_310011053_2_1_0&highlighted_blocks=349695502_310011053_2_1_0&matching_block_id=349695502_310011053_2_1_0&sr_pri_blocks=349695502_310011053_2_1_0__24510&tpi_r=2&from=searchresults#hotelTmpl"
"Home2 Suites By Hilton Bloomington Normal","Normal","Private suite","8.6","Excellent","38 reviews","$287","2 nights , 2 adults","https://cf.bstatic.com/xdata/images/hotel/square200/318216231.webp?k=002bf39a1338993881293a53ffba63906731449bed1042231b68ee3513c689b0&o=&s=1","https://www.booking.com/hotel/us/home2-suites-by-hilton-bloomington-normal.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2443&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=29&sr_order=popularity&srpvid=afdc03af8c1201dd&srepoch=1669681888&all_sr_blocks=769233908_334627716_2_1_0&highlighted_blocks=769233908_334627716_2_1_0&matching_block_id=769233908_334627716_2_1_0&sr_pri_blocks=769233908_334627716_2_1_0__28699&tpi_r=2&from=searchresults#hotelTmpl"
"Quality Inn & Suites","Danville","2 queen beds","8.0","Very Good","Travel Sustainable property","$162","2 nights , 2 adults","https://cf.bstatic.com/xdata/images/hotel/square200/234833378.webp?k=ed5118ecb7c44288c634e38a3e0980db422d9ce00909625b1cfc83be40f82b2a&o=&s=1","https://www.booking.com/hotel/us/hotel-lynch-dr-danville.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2443&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=30&sr_order=popularity&srpvid=afdc03af8c1201dd&srepoch=1669681888&all_sr_blocks=48985609_0_2_1_0&highlighted_blocks=48985609_0_2_1_0&matching_block_id=48985609_0_2_1_0&sr_pri_blocks=48985609_0_2_1_0__16232&tpi_r=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl"
"Goldmoor Inn & Resort","Galena","Private suite","9.4","Wonderful","96 reviews","$780","2 nights , 2 adults","https://cf.bstatic.com/xdata/images/hotel/square200/196333624.webp?k=d16c5e3bc70c0bc6eec68c0b9d067655260ecfc52a9082cd8add4757d42127a7&o=&s=1","https://www.booking.com/hotel/us/goldmoor-inn-and-resort.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2443&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&srpvid=afdc03af8c1201dd&srepoch=1669681888&all_sr_blocks=167672413_113855687_0_33_0&highlighted_blocks=167672413_113855687_0_33_0&matching_block_id=167672413_113855687_0_33_0&sr_pri_blocks=167672413_113855687_0_33_0__78000&tpi_r=2&from=searchresults#hotelTmpl"
"Best Western Plus Chicagoland - Countryside","Countryside","2 full beds","7.8","Good","Travel Sustainable property","$212","2 nights , 2 adults","https://cf.bstatic.com/xdata/images/hotel/square200/169381223.webp?k=eb70098672dc1bfbe9c1c995a2377941473fe5e531c41b12cbfda39b484cc7b4&o=&s=1","https://www.booking.com/hotel/us/best-western-chicagoland-countryside-countryside.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2443&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=32&sr_order=popularity&srpvid=afdc03af8c1201dd&srepoch=1669681888&all_sr_blocks=50561803_93762734_4_1_0&highlighted_blocks=50561803_93762734_4_1_0&matching_block_id=50561803_93762734_4_1_0&sr_pri_blocks=50561803_93762734_4_1_0__21248&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl"
"Quality Inn Bradley- Bourbonnais","Bradley","1 king bed","7.7","Good","Travel Sustainable property","$174","2 nights , 2 adults","https://cf.bstatic.com/xdata/images/hotel/square200/237731455.webp?k=c3bfd97d826f9605fde58148be665e44a179006e6bdca53760a20e6f2c8d8eef&o=&s=1","https://www.booking.com/hotel/us/hotel-n-kinzie-bradley.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2443&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=33&sr_order=popularity&srpvid=afdc03af8c1201dd&srepoch=1669681888&all_sr_blocks=48987905_237302383_2_1_0&highlighted_blocks=48987905_237302383_2_1_0&matching_block_id=48987905_237302383_2_1_0&sr_pri_blocks=48987905_237302383_2_1_0__17365&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl"
"Quality Inn","Arcola","2 full beds","7.3","Good","82 reviews","$169","2 nights , 2 adults","https://cf.bstatic.com/xdata/images/hotel/square200/169844916.webp?k=1bb2d6e2b8064b85109371e675219806ecaa1a0b4dc55893542aa15ff4298499&o=&s=1","https://www.booking.com/hotel/us/hotel-east-springfield-arcola.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2443&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&srpvid=afdc03af8c1201dd&srepoch=1669681888&all_sr_blocks=48984002_94475846_2_1_0&highlighted_blocks=48984002_94475846_2_1_0&matching_block_id=48984002_94475846_2_1_0&sr_pri_blocks=48984002_94475846_2_1_0__16915&tpi_r=2&from=searchresults#hotelTmpl"
"Quality Inn Litchfield Route 66","Litchfield","1 king bed","7.6","Good","128 reviews","$125","2 nights , 2 adults","https://cf.bstatic.com/xdata/images/hotel/square200/169845889.webp?k=60f459d4843f22348958369c8bd9dbb0e6182e187293ad518021f2ef96c71829&o=&s=1","https://www.booking.com/hotel/us/hotel-east-columbian-n-blvd-litchfield.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2443&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=35&sr_order=popularity&srpvid=afdc03af8c1201dd&srepoch=1669681888&all_sr_blocks=48987001_94475948_2_1_0&highlighted_blocks=48987001_94475948_2_1_0&matching_block_id=48987001_94475948_2_1_0&sr_pri_blocks=48987001_94475948_2_1_0__12482&tpi_r=2&from=searchresults#hotelTmpl"
"Best Western - Saluki Inn","Carbondale","2 queen beds","7.6","Good","326 reviews","$153","2 nights , 2 adults","https://cf.bstatic.com/xdata/images/hotel/square200/152626332.webp?k=d16311725d9ef3ec2330d2e3dc48be1d2fea2c3835a0d23707f7c98b069ffbff&o=&s=1","https://www.booking.com/hotel/us/saluki-inn-801-north-giant-city-road.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2443&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=36&sr_order=popularity&srpvid=afdc03af8c1201dd&srepoch=1669681888&all_sr_blocks=33556330_298417244_2_1_0&highlighted_blocks=33556330_298417244_2_1_0&matching_block_id=33556330_298417244_2_1_0&sr_pri_blocks=33556330_298417244_2_1_0__15298&tpi_r=2&from=searchresults#hotelTmpl"
"Holiday Inn Express & Suites Litchfield, an IHG Hotel","Litchfield","2 queen beds","9.4","Wonderful","125 reviews","$258","2 nights , 2 adults","https://cf.bstatic.com/xdata/images/hotel/square200/247273050.webp?k=b644c9f1ee689aa3c7a5bdacc27fd591c0a20f59293636032f43b620f0c69bb6&o=&s=1","https://www.booking.com/hotel/us/holiday-inn-express-suites-litchfield.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2443&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&srpvid=afdc03af8c1201dd&srepoch=1669681888&all_sr_blocks=144738802_244946632_4_1_0&highlighted_blocks=144738802_244946632_4_1_0&matching_block_id=144738802_244946632_4_1_0&sr_pri_blocks=144738802_244946632_4_1_0__25800&tpi_r=2&from=searchresults#hotelTmpl"
"Sleep Inn Decatur I-72","Larkdale","2 queen beds","7.7","Good","84 reviews","$145","2 nights , 2 adults","https://cf.bstatic.com/xdata/images/hotel/square200/326420856.webp?k=e5309401e5ebbb002213480150643c19b47ff3cee2e372c5f17ffcc63a873cd8&o=&s=1","https://www.booking.com/hotel/us/sleep-inn-decatur.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2443&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=38&sr_order=popularity&srpvid=afdc03af8c1201dd&srepoch=1669681888&all_sr_blocks=29901901_0_2_1_0&highlighted_blocks=29901901_0_2_1_0&matching_block_id=29901901_0_2_1_0&sr_pri_blocks=29901901_0_2_1_0__14472&tpi_r=1&from=searchresults#hotelTmpl"
"Extended Stay America Suites - Chicago - Vernon Hills - Lincolnshire","Mettawa","Private studio • 1 bathroom • 1 kitchen • 28m²","8.0","Very Good","28 reviews","$233","2 nights , 2 adults","https://cf.bstatic.com/xdata/images/hotel/square200/92635953.webp?k=50977b01c794300444c7141445a9a3278c4f021ff398c35b9b5cec39d511f70b&o=&s=1","https://www.booking.com/hotel/us/hotel-woodlands-pkwy-vernon-hills.html?label=gen173nr-1FCAEoggI46AdIM1gEaJgCiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKrpP-bBsACAdICJDkyNjA2NjFkLWViMmQtNDg3Ni04ZWUxLTgyYmUwYzFlZjkyM9gCBeACAQ&sid=6833cfb26d76ba7d1a860659fc1e6d0e&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-28&checkout=2023-01-30&dest_id=2443&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=39&sr_order=popularity&srpvid=afdc03af8c1201dd&srepoch=1669681888&all_sr_blocks=50141006_91842314_2_0_0&highlighted_blocks=50141006_91842314_2_0_0&matching_block_id=50141006_91842314_2_0_0&sr_pri_blocks=50141006_91842314_2_0_0__23273&tpi_r=2&from=searchresults#hotelTmpl"
